t,q1,q2,q3,q4,x,y,z,q3_out,x_des,y_des,z_des,q3_des,tau1,tau2,tau3,tau4
11.870000,-0.140676,0.828763,0.830595,-1.700013,0.235268,-0.031617,0.026918,0.830595,0.187080,-0.027075,0.100000,0.892335,0.001694,-0.403389,-0.061140,-0.277585
11.880000,-0.140598,0.833526,0.827184,-1.700001,0.235435,-0.031623,0.026233,0.827184,0.186810,-0.026945,0.100000,0.890085,0.001837,-0.399490,-0.064279,-0.281074
11.890000,-0.140508,0.838134,0.824040,-1.700000,0.235577,-0.031623,0.025554,0.824040,0.186541,-0.026812,0.100000,0.887845,0.001978,-0.398569,-0.066403,-0.283801
11.900000,-0.140404,0.842735,0.820983,-1.700149,0.235705,-0.031617,0.024883,0.820983,0.186274,-0.026676,0.100000,0.885616,0.002118,-0.402801,-0.068483,-0.287124
11.910000,-0.140287,0.847340,0.817874,-1.700016,0.235839,-0.031609,0.024181,0.817874,0.186008,-0.026537,0.100000,0.883399,0.002260,-0.404648,-0.065279,-0.285293
11.920000,-0.140157,0.851999,0.814659,-1.700002,0.235979,-0.031599,0.023493,0.814659,0.185743,-0.026396,0.100000,0.881193,0.002402,-0.406676,-0.062744,-0.284652
11.930000,-0.140013,0.856651,0.811412,-1.700000,0.236122,-0.031587,0.022810,0.811412,0.185480,-0.026252,0.100000,0.879000,0.002546,-0.407896,-0.062199,-0.285391
11.940000,-0.139856,0.861286,0.808224,-1.700188,0.236255,-0.031569,0.022147,0.808224,0.185218,-0.026106,0.100000,0.876818,0.002690,-0.410704,-0.065331,-0.289668
11.950000,-0.139685,0.865811,0.805112,-1.700020,0.236385,-0.031549,0.021455,0.805112,0.184958,-0.025956,0.100000,0.874649,0.002833,-0.409067,-0.062835,-0.288255
11.960000,-0.139502,0.870312,0.801990,-1.700002,0.236514,-0.031525,0.020786,0.801990,0.184699,-0.025805,0.100000,0.872492,0.002975,-0.409318,-0.060509,-0.287822
11.970000,-0.139308,0.872453,0.799416,-1.700302,0.236706,-0.031507,0.020630,0.799416,0.184442,-0.025650,0.100000,0.870348,0.003164,-0.296960,-0.029828,-0.280097
11.980000,-0.139111,0.872559,0.798627,-1.700032,0.236801,-0.031476,0.020662,0.798627,0.184186,-0.025494,0.100000,0.868217,0.003467,-0.284286,-0.047658,-0.291356
11.990000,-0.138902,0.872704,0.798232,-1.700002,0.236847,-0.031434,0.020670,0.798232,0.183932,-0.025334,0.100000,0.866099,0.003256,-0.283916,-0.049565,-0.293613
12.000000,-0.138685,0.873086,0.797480,-1.700334,0.236920,-0.031395,0.020711,0.797480,0.183679,-0.025172,0.100000,0.863995,0.003268,-0.280137,-0.044324,-0.294032
12.010000,-0.138458,0.873241,0.796717,-1.700034,0.237010,-0.031355,0.020725,0.796717,0.183428,-0.025008,0.100000,0.861904,0.004483,-0.277763,-0.046858,-0.294602
12.020000,-0.138220,0.873449,0.796091,-1.700002,0.237081,-0.031310,0.020744,0.796091,0.183179,-0.024841,0.100000,0.859827,0.004171,-0.273289,-0.047401,-0.296089
12.030000,-0.137963,0.873794,0.795417,-1.700340,0.237148,-0.031261,0.020785,0.795417,0.182932,-0.024671,0.100000,0.857764,0.004183,-0.271147,-0.044743,-0.298076
12.040000,-0.137693,0.873867,0.794869,-1.700035,0.237219,-0.031208,0.020793,0.794869,0.182686,-0.024499,0.100000,0.855715,0.003904,-0.267718,-0.049530,-0.300151
12.050000,-0.137413,0.874007,0.794369,-1.700002,0.237279,-0.031153,0.020813,0.794369,0.182442,-0.024325,0.100000,0.853681,0.004188,-0.264958,-0.049001,-0.300837
12.060000,-0.137120,0.874400,0.793504,-1.700278,0.237367,-0.031097,0.020857,0.793504,0.182199,-0.024148,0.100000,0.851661,0.004768,-0.259530,-0.045898,-0.302174
12.070000,-0.136819,0.874538,0.792856,-1.700028,0.237447,-0.031039,0.020868,0.792856,0.181959,-0.023969,0.100000,0.849656,0.005170,-0.256410,-0.048864,-0.303387
12.080000,-0.136496,0.874735,0.792268,-1.700001,0.237515,-0.030975,0.020887,0.792268,0.181720,-0.023787,0.100000,0.847666,0.004937,-0.261763,-0.051100,-0.305202
12.090000,-0.136159,0.875057,0.791507,-1.700227,0.237597,-0.030908,0.020929,0.791507,0.181483,-0.023603,0.100000,0.845692,0.005158,-0.248910,-0.050163,-0.308050
12.100000,-0.135802,0.875192,0.790881,-1.700022,0.237676,-0.030837,0.020944,0.790881,0.181248,-0.023417,0.100000,0.843732,0.004761,-0.251430,-0.048988,-0.306547
12.110000,-0.135443,0.875433,0.790172,-1.700000,0.237757,-0.030766,0.020967,0.790172,0.181015,-0.023228,0.100000,0.841789,0.006022,-0.251145,-0.047508,-0.306346
12.120000,-0.135060,0.875826,0.789203,-1.700183,0.237861,-0.030692,0.021011,0.789203,0.180783,-0.023037,0.100000,0.839861,0.004983,-0.246345,-0.048652,-0.309467
12.130000,-0.134668,0.875991,0.788515,-1.700017,0.237946,-0.030613,0.021032,0.788515,0.180554,-0.022844,0.100000,0.837949,0.006115,-0.245537,-0.049165,-0.309468
12.140000,-0.134258,0.876189,0.787928,-1.700000,0.238017,-0.030528,0.021051,0.787928,0.180326,-0.022648,0.100000,0.836054,0.005930,-0.239880,-0.051411,-0.312035
12.150000,-0.133844,0.876521,0.787093,-1.700186,0.238108,-0.030445,0.021094,0.787093,0.180101,-0.022451,0.100000,0.834175,0.006135,-0.238219,-0.047865,-0.312022
12.160000,-0.133411,0.876730,0.786326,-1.700018,0.238201,-0.030358,0.021113,0.786326,0.179877,-0.022250,0.100000,0.832312,0.005678,-0.240027,-0.047303,-0.311030
12.170000,-0.132966,0.876912,0.785752,-1.700000,0.238273,-0.030265,0.021135,0.785752,0.179656,-0.022048,0.100000,0.830466,0.006394,-0.229978,-0.053546,-0.316372
12.180000,-0.132513,0.877233,0.784901,-1.700149,0.238368,-0.030173,0.021178,0.784901,0.179436,-0.021844,0.100000,0.828637,0.006056,-0.233824,-0.048758,-0.314863
12.190000,-0.132048,0.877490,0.784083,-1.700014,0.238465,-0.030079,0.021196,0.784083,0.179219,-0.021637,0.100000,0.826826,0.006629,-0.230439,-0.050097,-0.315621
12.200000,-0.131580,0.877838,0.783528,-1.701149,0.238520,-0.029979,0.021323,0.783528,0.179004,-0.021428,0.100000,0.825031,0.007131,-0.213022,0.004148,-0.238329
12.210000,-0.131105,0.877972,0.782737,-1.700121,0.238624,-0.029883,0.021254,0.782737,0.178791,-0.021217,0.100000,0.823254,0.006687,-0.228417,-0.049257,-0.317464
12.220000,-0.130609,0.877931,0.782603,-1.700011,0.238658,-0.029773,0.021265,0.782603,0.178579,-0.021004,0.100000,0.821495,0.006970,-0.218184,-0.061912,-0.326275
12.230000,-0.130110,0.878294,0.782077,-1.701161,0.238709,-0.029665,0.021387,0.782077,0.178370,-0.020789,0.100000,0.819754,0.007686,-0.210226,0.006656,-0.238579
12.240000,-0.129602,0.878544,0.781082,-1.700122,0.238832,-0.029564,0.021314,0.781082,0.178164,-0.020571,0.100000,0.818031,0.008371,-0.221572,-0.050535,-0.320996
12.250000,-0.129067,0.878496,0.780956,-1.700011,0.238866,-0.029445,0.021325,0.780956,0.177959,-0.020352,0.100000,0.816325,0.007708,-0.209186,-0.061350,-0.328719
12.260000,-0.128520,0.878829,0.780460,-1.701180,0.238916,-0.029325,0.021453,0.780460,0.177757,-0.020130,0.100000,0.814639,0.007662,-0.200996,0.005886,-0.240961
12.270000,-0.127944,0.879101,0.779416,-1.700124,0.239046,-0.029209,0.021378,0.779416,0.177556,-0.019907,0.100000,0.812970,0.007110,-0.217988,-0.047619,-0.321463
12.280000,-0.127358,0.879137,0.779082,-1.700011,0.239101,-0.029080,0.021394,0.779082,0.177359,-0.019682,0.100000,0.811321,0.008439,-0.206689,-0.062751,-0.331661
12.290000,-0.126765,0.879577,0.778445,-1.700947,0.239164,-0.028952,0.021484,0.778445,0.177163,-0.019454,0.100000,0.809690,0.008240,-0.246279,-0.069576,-0.340360
12.300000,-0.126166,0.879743,0.777536,-1.700099,0.239283,-0.028829,0.021444,0.777536,0.176969,-0.019225,0.100000,0.808079,0.008603,-0.207910,-0.052573,-0.326885
12.310000,-0.125541,0.879919,0.776832,-1.700008,0.239374,-0.028696,0.021473,0.776832,0.176778,-0.018994,0.100000,0.806486,0.008485,-0.202759,-0.054781,-0.328428
12.320000,-0.124911,0.880534,0.776001,-1.700776,0.239452,-0.028560,0.021525,0.776001,0.176590,-0.018760,0.100000,0.804913,0.008614,-0.251642,-0.068521,-0.339533
12.330000,-0.124269,0.880488,0.775304,-1.700081,0.239558,-0.028425,0.021528,0.775304,0.176403,-0.018525,0.100000,0.803359,0.009172,-0.206077,-0.053996,-0.329175
12.340000,-0.123604,0.880698,0.774511,-1.700006,0.239659,-0.028284,0.021562,0.774511,0.176219,-0.018288,0.100000,0.801826,0.008360,-0.206774,-0.048758,-0.325653
12.350000,-0.122923,0.881322,0.773486,-1.700624,0.239760,-0.028139,0.021615,0.773486,0.176037,-0.018050,0.100000,0.800311,0.008939,-0.211961,-0.048850,-0.330303
12.360000,-0.122232,0.881353,0.772685,-1.700064,0.239875,-0.027993,0.021630,0.772685,0.175858,-0.017809,0.100000,0.798817,0.009029,-0.199326,-0.051941,-0.329239
12.370000,-0.121534,0.881551,0.772047,-1.700005,0.239959,-0.027842,0.021651,0.772047,0.175681,-0.017567,0.100000,0.797343,0.009844,-0.203302,-0.054556,-0.330608
12.380000,-0.120820,0.882034,0.771106,-1.700500,0.240059,-0.027689,0.021711,0.771106,0.175507,-0.017323,0.100000,0.795890,0.009498,-0.197849,-0.049489,-0.331748
12.390000,-0.120098,0.882181,0.770226,-1.700051,0.240176,-0.027536,0.021723,0.770226,0.175335,-0.017077,0.100000,0.794456,0.010233,-0.200713,-0.053856,-0.331207
12.400000,-0.119360,0.882410,0.769510,-1.700003,0.240268,-0.027376,0.021747,0.769510,0.175165,-0.016830,0.100000,0.793043,0.009913,-0.194912,-0.056115,-0.332980
12.410000,-0.118616,0.882940,0.768493,-1.700402,0.240376,-0.027217,0.021793,0.768493,0.174998,-0.016580,0.100000,0.791651,0.010166,-0.193925,-0.051667,-0.333415
12.420000,-0.117836,0.883034,0.767783,-1.700041,0.240477,-0.027048,0.021808,0.767783,0.174834,-0.016329,0.100000,0.790280,0.009167,-0.200954,-0.051758,-0.330578
12.430000,-0.117047,0.883278,0.767027,-1.700002,0.240573,-0.026877,0.021835,0.767027,0.174672,-0.016077,0.100000,0.788930,0.009893,-0.206054,-0.055530,-0.332548
12.440000,-0.116244,0.883699,0.766112,-1.700321,0.240677,-0.026703,0.021884,0.766112,0.174512,-0.015823,0.100000,0.787601,0.010126,-0.202577,-0.053320,-0.333947
12.450000,-0.115446,0.883817,0.765401,-1.700032,0.240776,-0.026529,0.021903,0.765401,0.174355,-0.015567,0.100000,0.786293,0.009995,-0.198346,-0.053516,-0.332430
12.460000,-0.114643,0.884066,0.764650,-1.700001,0.240871,-0.026354,0.021929,0.764650,0.174201,-0.015310,0.100000,0.785006,0.011199,-0.199648,-0.053751,-0.332475
12.470000,-0.113818,0.884532,0.763536,-1.700257,0.240996,-0.026177,0.021983,0.763536,0.174049,-0.015051,0.100000,0.783741,0.010903,-0.193192,-0.052937,-0.334303
12.480000,-0.112976,0.884776,0.762638,-1.700025,0.241110,-0.025995,0.022002,0.762638,0.173900,-0.014791,0.100000,0.782498,0.010698,-0.197100,-0.051690,-0.331606
12.490000,-0.112119,0.884996,0.761936,-1.700000,0.241203,-0.025806,0.022030,0.761936,0.173753,-0.014529,0.100000,0.781276,0.010691,-0.193688,-0.053134,-0.332700
12.500000,-0.111239,0.885451,0.760778,-1.700163,0.241334,-0.025617,0.022081,0.760778,0.173609,-0.014266,0.100000,0.780076,0.010185,-0.200568,-0.049389,-0.331037
12.510000,-0.110359,0.885729,0.759848,-1.700015,0.241450,-0.025425,0.022106,0.759848,0.173468,-0.014001,0.100000,0.778898,0.011193,-0.197478,-0.052187,-0.331895
12.520000,-0.109484,0.885919,0.759237,-1.699999,0.241533,-0.025231,0.022132,0.759237,0.173329,-0.013735,0.100000,0.777743,0.011580,-0.195922,-0.054939,-0.333753
12.530000,-0.108596,0.886308,0.758234,-1.700163,0.241650,-0.025038,0.022179,0.758234,0.173193,-0.013468,0.100000,0.776609,0.011444,-0.193813,-0.054417,-0.334723
12.540000,-0.107696,0.886507,0.757536,-1.700015,0.241743,-0.024839,0.022196,0.757536,0.173060,-0.013199,0.100000,0.775498,0.012271,-0.200476,-0.054447,-0.333269
12.550000,-0.106774,0.887011,0.756643,-1.701250,0.241834,-0.024634,0.022339,0.756643,0.172929,-0.012929,0.100000,0.774409,0.011928,-0.188105,0.010070,-0.243122
12.560000,-0.105851,0.887172,0.755765,-1.700132,0.241958,-0.024433,0.022264,0.755765,0.172801,-0.012658,0.100000,0.773343,0.011992,-0.195358,-0.056881,-0.335890
12.570000,-0.104910,0.887081,0.755696,-1.700012,0.241994,-0.024218,0.022278,0.755696,0.172676,-0.012385,0.100000,0.772300,0.011869,-0.191849,-0.065895,-0.341119
12.580000,-0.103971,0.887575,0.754931,-1.701003,0.242072,-0.024007,0.022378,0.754931,0.172553,-0.012111,0.100000,0.771279,0.012339,-0.236215,-0.070086,-0.347808
12.590000,-0.103024,0.887841,0.753739,-1.700105,0.242224,-0.023803,0.022343,0.753739,0.172434,-0.011836,0.100000,0.770281,0.012393,-0.197517,-0.050550,-0.331629
12.600000,-0.102057,0.888111,0.752859,-1.700009,0.242335,-0.023589,0.022371,0.752859,0.172317,-0.011560,0.100000,0.769306,0.011952,-0.202181,-0.050592,-0.330458
12.610000,-0.101077,0.888671,0.752016,-1.700791,0.242420,-0.023370,0.022438,0.752016,0.172203,-0.011283,0.100000,0.768354,0.012609,-0.241192,-0.072737,-0.347051
12.620000,-0.100088,0.888725,0.751149,-1.700083,0.242545,-0.023152,0.022438,0.751149,0.172091,-0.011004,0.100000,0.767426,0.012796,-0.208477,-0.056518,-0.333969
12.630000,-0.099087,0.888934,0.750448,-1.700007,0.242639,-0.022928,0.022463,0.750448,0.171982,-0.010725,0.100000,0.766520,0.012921,-0.208166,-0.055688,-0.332792
12.640000,-0.098083,0.889538,0.749455,-1.700633,0.242739,-0.022704,0.022518,0.749455,0.171877,-0.010444,0.100000,0.765638,0.013293,-0.210871,-0.050574,-0.333982
12.650000,-0.097047,0.889636,0.748522,-1.700065,0.242869,-0.022476,0.022533,0.748522,0.171774,-0.010162,0.100000,0.764780,0.012341,-0.207141,-0.050170,-0.329348
12.660000,-0.096000,0.889845,0.747779,-1.700005,0.242968,-0.022241,0.022564,0.747779,0.171673,-0.009879,0.100000,0.763945,0.012479,-0.203290,-0.055682,-0.332352
12.670000,-0.094945,0.890383,0.746819,-1.700498,0.243069,-0.022005,0.022615,0.746819,0.171576,-0.009596,0.100000,0.763133,0.013353,-0.203042,-0.050526,-0.332640
12.680000,-0.093888,0.890479,0.746048,-1.700051,0.243179,-0.021769,0.022627,0.746048,0.171481,-0.009311,0.100000,0.762345,0.013678,-0.205908,-0.054621,-0.331360
12.690000,-0.092831,0.890672,0.745429,-1.700003,0.243263,-0.021530,0.022649,0.745429,0.171390,-0.009025,0.100000,0.761581,0.013878,-0.206419,-0.055424,-0.331279
12.700000,-0.091761,0.891178,0.744436,-1.700401,0.243370,-0.021290,0.022698,0.744436,0.171301,-0.008739,0.100000,0.760841,0.013900,-0.203832,-0.052439,-0.332230
12.710000,-0.090663,0.891276,0.743743,-1.700041,0.243471,-0.021044,0.022711,0.743743,0.171215,-0.008451,0.100000,0.760125,0.013096,-0.212245,-0.052204,-0.328522
12.720000,-0.089558,0.891504,0.742994,-1.700002,0.243568,-0.020794,0.022742,0.742994,0.171132,-0.008163,0.100000,0.759433,0.013254,-0.210420,-0.054512,-0.329455
12.730000,-0.088446,0.891960,0.741994,-1.700316,0.243679,-0.020545,0.022793,0.741994,0.171052,-0.007874,0.100000,0.758765,0.014149,-0.211356,-0.050587,-0.328946
12.740000,-0.087325,0.892165,0.741143,-1.700032,0.243791,-0.020293,0.022810,0.741143,0.170974,-0.007584,0.100000,0.758120,0.014419,-0.210217,-0.056158,-0.329882
12.750000,-0.086195,0.892358,0.740524,-1.700001,0.243875,-0.020036,0.022834,0.740524,0.170900,-0.007293,0.100000,0.757501,0.013785,-0.216521,-0.054391,-0.327840
12.760000,-0.085050,0.892846,0.739433,-1.700254,0.243995,-0.019779,0.022881,0.739433,0.170829,-0.007002,0.100000,0.756905,0.013709,-0.214411,-0.054724,-0.329549
12.770000,-0.083898,0.892988,0.738746,-1.700025,0.244091,-0.019518,0.022900,0.738746,0.170760,-0.006710,0.100000,0.756334,0.015014,-0.218389,-0.055247,-0.327519
12.780000,-0.082742,0.893242,0.737995,-1.700000,0.244186,-0.019255,0.022927,0.737995,0.170694,-0.006417,0.100000,0.755787,0.014222,-0.222028,-0.052848,-0.325181
12.790000,-0.081563,0.893716,0.736864,-1.700201,0.244311,-0.018990,0.022975,0.736864,0.170632,-0.006124,0.100000,0.755264,0.014173,-0.232116,-0.049447,-0.323325
12.800000,-0.081563,0.893716,0.736864,-1.700201,0.244311,-0.018990,0.022975,0.736864,0.170572,-0.005830,0.100000,0.754766,0.014775,-0.232123,-0.049486,-0.323335
12.810000,-0.080373,0.893908,0.736122,-1.700019,0.244410,-0.018720,0.022996,0.736122,0.170515,-0.005535,0.100000,0.754292,0.014768,-0.225866,-0.052107,-0.323497
12.820000,-0.079181,0.894105,0.735497,-1.700000,0.244494,-0.018448,0.023021,0.735497,0.170461,-0.005240,0.100000,0.753843,0.015490,-0.224021,-0.054245,-0.324366
12.830000,-0.077981,0.894497,0.734532,-1.700157,0.244604,-0.018175,0.023064,0.734532,0.170410,-0.004945,0.100000,0.753419,0.015555,-0.223711,-0.054141,-0.324896
12.840000,-0.076758,0.894684,0.733862,-1.700015,0.244694,-0.017896,0.023082,0.733862,0.170362,-0.004648,0.100000,0.753019,0.015600,-0.225169,-0.055673,-0.324155
12.850000,-0.075529,0.895110,0.733134,-1.701194,0.244766,-0.017614,0.023217,0.733134,0.170317,-0.004352,0.100000,0.752644,0.015711,-0.216020,0.007177,-0.237364
12.860000,-0.074277,0.895307,0.732192,-1.700126,0.244895,-0.017331,0.023148,0.732192,0.170275,-0.004055,0.100000,0.752294,0.015054,-0.229883,-0.052305,-0.321416
12.870000,-0.073015,0.895284,0.731995,-1.700011,0.244941,-0.017038,0.023163,0.731995,0.170236,-0.003757,0.100000,0.751969,0.015648,-0.226144,-0.062232,-0.326531
12.880000,-0.073015,0.895284,0.731995,-1.700011,0.244941,-0.017038,0.023163,0.731995,0.170200,-0.003460,0.100000,0.751668,0.016246,-0.226612,-0.062212,-0.326324
12.890000,-0.071759,0.895685,0.731357,-1.701174,0.245003,-0.016749,0.023291,0.731357,0.170167,-0.003161,0.100000,0.751392,0.016510,-0.221463,0.008327,-0.235395
12.900000,-0.070484,0.895962,0.730295,-1.700124,0.245141,-0.016460,0.023220,0.730295,0.170137,-0.002863,0.100000,0.751141,0.015544,-0.239242,-0.051244,-0.318291
12.910000,-0.069192,0.895950,0.730089,-1.700011,0.245187,-0.016160,0.023234,0.730089,0.170110,-0.002564,0.100000,0.750915,0.016292,-0.232797,-0.061943,-0.323988
12.920000,-0.067900,0.896320,0.729488,-1.701157,0.245246,-0.015862,0.023362,0.729488,0.170086,-0.002265,0.100000,0.750714,0.016642,-0.228289,0.006588,-0.235181
12.930000,-0.066595,0.896603,0.728448,-1.700122,0.245380,-0.015565,0.023290,0.728448,0.170064,-0.001966,0.100000,0.750537,0.015743,-0.245365,-0.050836,-0.315789
12.940000,-0.065277,0.896566,0.728351,-1.700011,0.245414,-0.015258,0.023296,0.728351,0.170046,-0.001666,0.100000,0.750386,0.016340,-0.240617,-0.062331,-0.321870
12.950000,-0.063971,0.896934,0.727721,-1.701142,0.245475,-0.014956,0.023427,0.727721,0.170031,-0.001367,0.100000,0.750260,0.016962,-0.234962,0.007693,-0.232767
12.960000,-0.063971,0.896934,0.727721,-1.701142,0.245475,-0.014956,0.023427,0.727721,0.170019,-0.001067,0.100000,0.750158,0.017552,-0.235879,0.007774,-0.232346
12.970000,-0.062648,0.897245,0.726624,-1.700120,0.245613,-0.014655,0.023356,0.726624,0.170010,-0.000767,0.100000,0.750082,0.017618,-0.256139,-0.048035,-0.311078
12.980000,-0.061301,0.897250,0.726426,-1.700011,0.245656,-0.014341,0.023365,0.726426,0.170004,-0.000467,0.100000,0.750030,0.017374,-0.246542,-0.062229,-0.318968
12.990000,-0.059962,0.897549,0.725934,-1.701117,0.245705,-0.014030,0.023493,0.725934,0.170000,-0.000167,0.100000,0.750004,0.017366,-0.239212,0.005952,-0.232353
13.000000,-0.058597,0.897839,0.724896,-1.700118,0.245836,-0.013718,0.023423,0.724896,0.170000,0.000133,0.100000,0.750002,0.017458,-0.263049,-0.047865,-0.308333
13.010000,-0.057205,0.897861,0.724666,-1.700011,0.245881,-0.013394,0.023432,0.724666,0.170003,0.000433,0.100000,0.750026,0.016729,-0.258395,-0.060518,-0.314903
13.020000,-0.055815,0.898175,0.724132,-1.701103,0.245933,-0.013071,0.023559,0.724132,0.170009,0.000733,0.100000,0.750075,0.016988,-0.246386,0.006696,-0.229712
13.030000,-0.054406,0.898484,0.723054,-1.700116,0.246067,-0.012747,0.023491,0.723054,0.170018,0.001033,0.100000,0.750148,0.017015,-0.266311,-0.047407,-0.305425
13.040000,-0.054406,0.898484,0.723054,-1.700116,0.246067,-0.012747,0.023491,0.723054,0.170030,0.001332,0.100000,0.750247,0.017592,-0.267667,-0.047264,-0.304794
13.050000,-0.052996,0.898475,0.722884,-1.700011,0.246106,-0.012418,0.023500,0.722884,0.170044,0.001632,0.100000,0.750370,0.018065,-0.262806,-0.060817,-0.311899
13.060000,-0.051600,0.898803,0.722302,-1.701087,0.246161,-0.012094,0.023628,0.722302,0.170062,0.001931,0.100000,0.750519,0.018028,-0.254999,0.007697,-0.226256
13.070000,-0.050177,0.899170,0.721115,-1.700115,0.246303,-0.011767,0.023562,0.721115,0.170083,0.002231,0.100000,0.750692,0.017503,-0.285768,-0.044262,-0.299133
13.080000,-0.048735,0.899180,0.720882,-1.700010,0.246347,-0.011430,0.023574,0.720882,0.170107,0.002530,0.100000,0.750890,0.017689,-0.272068,-0.059020,-0.307460
13.090000,-0.047294,0.899454,0.720399,-1.701053,0.246393,-0.011094,0.023698,0.720399,0.170134,0.002829,0.100000,0.751114,0.017669,-0.263075,0.005500,-0.226049
13.100000,-0.045833,0.899801,0.719285,-1.700111,0.246527,-0.010757,0.023632,0.719285,0.170163,0.003127,0.100000,0.751362,0.017348,-0.294092,-0.044062,-0.295695
13.110000,-0.044368,0.899792,0.719106,-1.700010,0.246564,-0.010414,0.023643,0.719106,0.170196,0.003425,0.100000,0.751635,0.017611,-0.282111,-0.058511,-0.303712
13.120000,-0.042923,0.899900,0.718702,-1.700000,0.246619,-0.010077,0.023664,0.718702,0.170232,0.003723,0.100000,0.751933,0.018123,-0.288554,-0.050330,-0.297380
13.130000,-0.042923,0.899900,0.718702,-1.700000,0.246619,-0.010077,0.023664,0.718702,0.170271,0.004021,0.100000,0.752255,0.018679,-0.290386,-0.050117,-0.296518
13.140000,-0.041474,0.900382,0.717654,-1.700142,0.246726,-0.009741,0.023694,0.717654,0.170312,0.004318,0.100000,0.752603,0.018607,-0.296520,-0.044567,-0.292682
13.150000,-0.040843,0.900452,0.717305,-1.700037,0.246769,-0.009594,0.023707,0.717305,0.170357,0.004614,0.100000,0.752975,0.036217,-0.296959,-0.051448,-0.295406
13.160000,-0.040745,0.900448,0.717191,-1.700003,0.246783,-0.009572,0.023717,0.717191,0.170405,0.004911,0.100000,0.753372,0.040435,-0.297665,-0.057181,-0.297841
13.170000,-0.040676,0.900453,0.717120,-1.700635,0.246785,-0.009555,0.023803,0.717120,0.170455,0.005206,0.100000,0.753793,0.041386,-0.255551,-0.015353,-0.250311
13.180000,-0.040561,0.900447,0.716971,-1.700068,0.246809,-0.009529,0.023751,0.716971,0.170509,0.005501,0.100000,0.754240,0.042399,-0.303580,-0.057549,-0.296665
13.190000,-0.040561,0.900447,0.716971,-1.700068,0.246809,-0.009529,0.023751,0.716971,0.170565,0.005796,0.100000,0.754710,0.042939,-0.305712,-0.057288,-0.295656
13.200000,-0.040563,0.900459,0.716962,-1.700006,0.246810,-0.009530,0.023742,0.716962,0.170625,0.006090,0.100000,0.755206,0.043342,-0.306363,-0.056021,-0.293642
13.210000,-0.040568,0.900461,0.716952,-1.699993,0.246811,-0.009531,0.023741,0.716952,0.170687,0.006384,0.100000,0.755725,0.043575,-0.308296,-0.055462,-0.292298
13.220000,-0.040481,0.900443,0.716819,-1.700083,0.246827,-0.009511,0.023772,0.716819,0.170752,0.006676,0.100000,0.756269,0.044474,-0.312846,-0.056723,-0.292632
13.230000,-0.040486,0.900454,0.716814,-1.700008,0.246828,-0.009512,0.023761,0.716814,0.170821,0.006969,0.100000,0.756838,0.044813,-0.313655,-0.055111,-0.290257
13.240000,-0.040486,0.900454,0.716814,-1.700008,0.246828,-0.009512,0.023761,0.716814,0.170892,0.007260,0.100000,0.757431,0.045339,-0.316032,-0.054811,-0.289129
13.250000,-0.040486,0.900462,0.716808,-1.700000,0.246828,-0.009513,0.023759,0.716808,0.170966,0.007551,0.100000,0.758048,0.045839,-0.318228,-0.054377,-0.287852
13.260000,-0.040376,0.900438,0.716685,-1.700102,0.246844,-0.009487,0.023792,0.716685,0.171043,0.007841,0.100000,0.758689,0.046383,-0.323113,-0.055791,-0.288260
13.270000,-0.040380,0.900447,0.716680,-1.700011,0.246845,-0.009488,0.023779,0.716680,0.171123,0.008130,0.100000,0.759355,0.046855,-0.323733,-0.053900,-0.285533
13.280000,-0.040380,0.900457,0.716675,-1.700001,0.246845,-0.009488,0.023776,0.716675,0.171205,0.008418,0.100000,0.760044,0.047354,-0.326104,-0.053399,-0.284145
13.290000,-0.040373,0.900403,0.716687,-1.700476,0.246841,-0.009486,0.023847,0.716687,0.171291,0.008706,0.100000,0.760758,0.046703,-0.319924,-0.054448,-0.287841
13.300000,-0.040267,0.900424,0.716567,-1.700051,0.246859,-0.009462,0.023803,0.716567,0.171379,0.008992,0.100000,0.761495,0.048426,-0.332570,-0.053537,-0.282356
13.310000,-0.040269,0.900434,0.716562,-1.700005,0.246860,-0.009463,0.023796,0.716562,0.171471,0.009278,0.100000,0.762256,0.048848,-0.334385,-0.052408,-0.280303
13.320000,-0.040269,0.900434,0.716562,-1.700005,0.246860,-0.009463,0.023796,0.716562,0.171565,0.009563,0.100000,0.763042,0.049348,-0.337142,-0.052048,-0.278989
13.330000,-0.040269,0.900443,0.716557,-1.700000,0.246860,-0.009463,0.023794,0.716557,0.171662,0.009847,0.100000,0.763850,0.049837,-0.339813,-0.051591,-0.277570
13.340000,-0.040261,0.900388,0.716571,-1.700462,0.246856,-0.009461,0.023863,0.716571,0.171762,0.010130,0.100000,0.764683,0.049112,-0.333742,-0.052644,-0.281092
13.350000,-0.040104,0.900442,0.716415,-1.700049,0.246877,-0.009424,0.023817,0.716415,0.171865,0.010412,0.100000,0.765539,0.050912,-0.346775,-0.051628,-0.275520
13.360000,-0.040107,0.900451,0.716410,-1.700005,0.246878,-0.009425,0.023810,0.716410,0.171970,0.010692,0.100000,0.766418,0.051272,-0.348849,-0.050484,-0.273375
13.370000,-0.040106,0.900458,0.716406,-1.700000,0.246878,-0.009425,0.023808,0.716406,0.172078,0.010972,0.100000,0.767321,0.051736,-0.351719,-0.050001,-0.271870
13.380000,-0.040106,0.900470,0.716399,-1.700562,0.246872,-0.009425,0.023877,0.716399,0.172190,0.011251,0.100000,0.768247,0.052246,-0.315605,-0.013089,-0.230038
