t,q1,q2,q3,q4,x,y,z,q3_out,x_des,y_des,z_des,q3_des,tau1,tau2,tau3,tau4
9.470000,0.069148,0.066232,1.205366,-1.376732,0.205808,0.013423,0.097362,1.205366,0.227815,0.011238,0.100000,1.231795,-0.010631,-0.259281,-0.137892,-0.069823
9.480000,0.068126,0.066312,1.206480,-1.377557,0.205696,0.013216,0.097270,1.206480,0.227926,0.010960,0.100000,1.232720,-0.010699,-0.259124,-0.137785,-0.069730
9.490000,0.067097,0.066380,1.207576,-1.378370,0.205585,0.013008,0.097182,1.207576,0.228035,0.010680,0.100000,1.233622,-0.010765,-0.258965,-0.137687,-0.069635
9.500000,0.066060,0.066438,1.208653,-1.379172,0.205475,0.012800,0.097097,1.208653,0.228140,0.010399,0.100000,1.234500,-0.010830,-0.258804,-0.137597,-0.069539
9.510000,0.065017,0.066485,1.209713,-1.379962,0.205368,0.012590,0.097016,1.209713,0.228243,0.010117,0.100000,1.235355,-0.010895,-0.258643,-0.137515,-0.069442
9.520000,0.063967,0.066522,1.210754,-1.380739,0.205262,0.012379,0.096938,1.210754,0.228342,0.009834,0.100000,1.236186,-0.010957,-0.258480,-0.137442,-0.069343
9.530000,0.062911,0.066550,1.211776,-1.381505,0.205157,0.012168,0.096864,1.211776,0.228439,0.009550,0.100000,1.236994,-0.011019,-0.258316,-0.137378,-0.069244
9.540000,0.061848,0.066568,1.212780,-1.382258,0.205055,0.011955,0.096793,1.212780,0.228533,0.009265,0.100000,1.237778,-0.011079,-0.258151,-0.137321,-0.069142
9.550000,0.060779,0.066578,1.213765,-1.383000,0.204954,0.011742,0.096726,1.213765,0.228625,0.008980,0.100000,1.238538,-0.011138,-0.257986,-0.137273,-0.069040
9.560000,0.059704,0.066578,1.214731,-1.383728,0.204855,0.011528,0.096661,1.214731,0.228713,0.008693,0.100000,1.239274,-0.011196,-0.257821,-0.137233,-0.068936
9.570000,0.058623,0.066571,1.215678,-1.384445,0.204758,0.011313,0.096601,1.215678,0.228798,0.008405,0.100000,1.239987,-0.011253,-0.257655,-0.137200,-0.068831
9.580000,0.057535,0.066556,1.216606,-1.385149,0.204663,0.011097,0.096543,1.216606,0.228881,0.008117,0.100000,1.240675,-0.011308,-0.257490,-0.137176,-0.068724
9.590000,0.056442,0.066533,1.217514,-1.385841,0.204569,0.010881,0.096488,1.217514,0.228961,0.007828,0.100000,1.241340,-0.011362,-0.257324,-0.137160,-0.068617
9.600000,0.055344,0.066503,1.218403,-1.386520,0.204477,0.010663,0.096436,1.218403,0.229038,0.007538,0.100000,1.241980,-0.011415,-0.257160,-0.137152,-0.068508
9.610000,0.054239,0.066467,1.219272,-1.387186,0.204388,0.010445,0.096388,1.219272,0.229112,0.007247,0.100000,1.242596,-0.011467,-0.256996,-0.137152,-0.068398
9.620000,0.053130,0.066423,1.220122,-1.387839,0.204300,0.010226,0.096342,1.220122,0.229183,0.006956,0.100000,1.243188,-0.011518,-0.256832,-0.137159,-0.068287
9.630000,0.052015,0.066374,1.220952,-1.388480,0.204214,0.010007,0.096299,1.220952,0.229251,0.006663,0.100000,1.243755,-0.011567,-0.256670,-0.137174,-0.068174
9.640000,0.050895,0.066319,1.221762,-1.389108,0.204130,0.009787,0.096259,1.221762,0.229316,0.006371,0.100000,1.244298,-0.011615,-0.256509,-0.137197,-0.068061
9.650000,0.049769,0.066258,1.222551,-1.389723,0.204048,0.009566,0.096221,1.222551,0.229378,0.006077,0.100000,1.244817,-0.011662,-0.256349,-0.137227,-0.067946
9.660000,0.048639,0.066191,1.223321,-1.390325,0.203968,0.009345,0.096187,1.223321,0.229437,0.005783,0.100000,1.245311,-0.011707,-0.256191,-0.137265,-0.067831
9.670000,0.047504,0.066120,1.224070,-1.390914,0.203890,0.009122,0.096154,1.224070,0.229494,0.005488,0.100000,1.245781,-0.011752,-0.256034,-0.137311,-0.067714
9.680000,0.046365,0.066043,1.224799,-1.391490,0.203814,0.008900,0.096125,1.224799,0.229547,0.005193,0.100000,1.246226,-0.011795,-0.255879,-0.137363,-0.067596
9.690000,0.045220,0.065963,1.225507,-1.392053,0.203740,0.008676,0.096098,1.225507,0.229598,0.004897,0.100000,1.246646,-0.011837,-0.255726,-0.137424,-0.067477
9.700000,0.044072,0.065878,1.226195,-1.392603,0.203668,0.008453,0.096073,1.226195,0.229645,0.004601,0.100000,1.247042,-0.011878,-0.255575,-0.137491,-0.067358
9.710000,0.042919,0.065789,1.226862,-1.393139,0.203598,0.008228,0.096051,1.226862,0.229690,0.004305,0.100000,1.247413,-0.011918,-0.255426,-0.137566,-0.067237
9.720000,0.041762,0.065696,1.227508,-1.393662,0.203530,0.008003,0.096032,1.227508,0.229731,0.004007,0.100000,1.247759,-0.011956,-0.255279,-0.137648,-0.067116
9.730000,0.040600,0.065600,1.228133,-1.394172,0.203464,0.007778,0.096014,1.228133,0.229770,0.003710,0.100000,1.248081,-0.011993,-0.255135,-0.137737,-0.066993
9.740000,0.039435,0.065500,1.228737,-1.394668,0.203401,0.007552,0.096000,1.228737,0.229805,0.003412,0.100000,1.248378,-0.012030,-0.254993,-0.137834,-0.066870
9.750000,0.038266,0.065398,1.229320,-1.395151,0.203339,0.007325,0.095987,1.229320,0.229838,0.003114,0.100000,1.248650,-0.012064,-0.254854,-0.137937,-0.066746
9.760000,0.037094,0.065293,1.229882,-1.395620,0.203280,0.007099,0.095976,1.229882,0.229868,0.002815,0.100000,1.248897,-0.012098,-0.254717,-0.138047,-0.066621
9.770000,0.035917,0.065185,1.230423,-1.396076,0.203222,0.006871,0.095968,1.230423,0.229894,0.002516,0.100000,1.249119,-0.012131,-0.254583,-0.138165,-0.066496
9.780000,0.034738,0.065075,1.230942,-1.396518,0.203167,0.006643,0.095962,1.230942,0.229918,0.002217,0.100000,1.249316,-0.012162,-0.254453,-0.138289,-0.066370
9.790000,0.033554,0.064964,1.231440,-1.396946,0.203114,0.006415,0.095958,1.231440,0.229939,0.001918,0.100000,1.249488,-0.012192,-0.254325,-0.138420,-0.066243
9.800000,0.032368,0.064850,1.231916,-1.397361,0.203063,0.006186,0.095956,1.231916,0.229956,0.001619,0.100000,1.249636,-0.012222,-0.254201,-0.138558,-0.066115
9.810000,0.031178,0.064735,1.232371,-1.397762,0.203015,0.005957,0.095956,1.232371,0.229971,0.001319,0.100000,1.249758,-0.012249,-0.254079,-0.138702,-0.065987
9.820000,0.029986,0.064618,1.232804,-1.398150,0.202968,0.005728,0.095958,1.232804,0.229983,0.001019,0.100000,1.249856,-0.012276,-0.253961,-0.138853,-0.065859
9.830000,0.028791,0.064500,1.233216,-1.398524,0.202924,0.005498,0.095962,1.233216,0.229991,0.000719,0.100000,1.249928,-0.012302,-0.253847,-0.139011,-0.065730
9.840000,0.027592,0.064382,1.233605,-1.398884,0.202882,0.005268,0.095968,1.233605,0.229997,0.000419,0.100000,1.249976,-0.012326,-0.253736,-0.139175,-0.065600
9.850000,0.026392,0.064262,1.233973,-1.399230,0.202843,0.005038,0.095976,1.233973,0.230000,0.000119,0.100000,1.249998,-0.012350,-0.253628,-0.139345,-0.065470
9.860000,0.025188,0.064143,1.234319,-1.399563,0.202805,0.004807,0.095985,1.234319,0.229999,-0.000181,0.100000,1.249995,-0.012372,-0.253524,-0.139522,-0.065340
9.870000,0.023982,0.064023,1.234642,-1.399882,0.202770,0.004576,0.095997,1.234642,0.229996,-0.000481,0.100000,1.249968,-0.012393,-0.253424,-0.139706,-0.065209
9.880000,0.022774,0.063903,1.234944,-1.400187,0.202737,0.004345,0.096010,1.234944,0.229990,-0.000780,0.100000,1.249915,-0.012413,-0.253327,-0.139895,-0.065078
9.890000,0.021564,0.063783,1.235224,-1.400478,0.202706,0.004113,0.096025,1.235224,0.229981,-0.001080,0.100000,1.249838,-0.012432,-0.253235,-0.140091,-0.064947
9.900000,0.020352,0.063663,1.235481,-1.400756,0.202677,0.003881,0.096042,1.235481,0.229968,-0.001380,0.100000,1.249735,-0.012449,-0.253146,-0.140293,-0.064816
9.910000,0.019137,0.063544,1.235717,-1.401020,0.202651,0.003649,0.096060,1.235717,0.229953,-0.001680,0.100000,1.249608,-0.012466,-0.253061,-0.140501,-0.064685
9.920000,0.017921,0.063426,1.235930,-1.401270,0.202627,0.003417,0.096081,1.235930,0.229935,-0.001979,0.100000,1.249455,-0.012481,-0.252980,-0.140715,-0.064553
9.930000,0.016703,0.063309,1.236120,-1.401506,0.202606,0.003184,0.096102,1.236120,0.229913,-0.002278,0.100000,1.249278,-0.012496,-0.252904,-0.140935,-0.064422
9.940000,0.015484,0.063194,1.236289,-1.401729,0.202586,0.002951,0.096126,1.236289,0.229889,-0.002577,0.100000,1.249076,-0.012509,-0.252831,-0.141161,-0.064290
9.950000,0.014263,0.063079,1.236435,-1.401938,0.202569,0.002718,0.096150,1.236435,0.229862,-0.002876,0.100000,1.248848,-0.012521,-0.252762,-0.141393,-0.064159
9.960000,0.013040,0.062967,1.236558,-1.402134,0.202555,0.002485,0.096177,1.236558,0.229832,-0.003175,0.100000,1.248596,-0.012532,-0.252698,-0.141630,-0.064028
9.970000,0.011816,0.062856,1.236659,-1.402316,0.202542,0.002252,0.096205,1.236659,0.229798,-0.003473,0.100000,1.248319,-0.012542,-0.252638,-0.141873,-0.063897
9.980000,0.010591,0.062747,1.236738,-1.402484,0.202532,0.002018,0.096234,1.236738,0.229762,-0.003771,0.100000,1.248018,-0.012551,-0.252582,-0.142122,-0.063766
9.990000,0.009365,0.062641,1.236794,-1.402639,0.202524,0.001784,0.096265,1.236794,0.229723,-0.004068,0.100000,1.247691,-0.012559,-0.252530,-0.142376,-0.063636
10.000000,0.008138,0.062537,1.236827,-1.402781,0.202519,0.001551,0.096297,1.236827,0.229681,-0.004365,0.100000,1.247340,-0.012566,-0.252483,-0.142636,-0.063506
10.010000,0.006910,0.062436,1.236838,-1.402909,0.202516,0.001317,0.096331,1.236838,0.229636,-0.004662,0.100000,1.246963,-0.012571,-0.252440,-0.142901,-0.063377
10.020000,0.005682,0.062338,1.236826,-1.403024,0.202515,0.001082,0.096366,1.236826,0.229588,-0.004958,0.100000,1.246563,-0.012576,-0.252401,-0.143171,-0.063248
10.030000,0.004452,0.062243,1.236792,-1.403126,0.202517,0.000848,0.096402,1.236792,0.229536,-0.005253,0.100000,1.246137,-0.012579,-0.252367,-0.143447,-0.063120
10.040000,0.003222,0.062151,1.236735,-1.403215,0.202521,0.000614,0.096440,1.236735,0.229482,-0.005548,0.100000,1.245687,-0.012582,-0.252337,-0.143727,-0.062993
10.050000,0.001992,0.062064,1.236655,-1.403290,0.202527,0.000380,0.096478,1.236655,0.229425,-0.005843,0.100000,1.245212,-0.012583,-0.252311,-0.144013,-0.062866
10.060000,0.000762,0.061980,1.236553,-1.403353,0.202536,0.000145,0.096518,1.236553,0.229366,-0.006137,0.100000,1.244713,-0.012583,-0.252290,-0.144303,-0.062741
10.070000,-0.000469,0.061900,1.236428,-1.403403,0.202547,-0.000089,0.096560,1.236428,0.229303,-0.006430,0.100000,1.244190,-0.012583,-0.252273,-0.144599,-0.062616
10.080000,-0.001700,0.061824,1.236280,-1.403441,0.202560,-0.000324,0.096602,1.236280,0.229237,-0.006723,0.100000,1.243642,-0.012581,-0.252260,-0.144899,-0.062493
10.090000,-0.002931,0.061754,1.236109,-1.403465,0.202576,-0.000559,0.096646,1.236109,0.229168,-0.007015,0.100000,1.243069,-0.012578,-0.252252,-0.145204,-0.062371
10.100000,-0.004162,0.061688,1.235916,-1.403478,0.202594,-0.000793,0.096691,1.235916,0.229097,-0.007306,0.100000,1.242472,-0.012574,-0.252248,-0.145513,-0.062250
10.110000,-0.005393,0.061627,1.235700,-1.403478,0.202615,-0.001028,0.096737,1.235700,0.229022,-0.007597,0.100000,1.241851,-0.012569,-0.252248,-0.145827,-0.062130
10.120000,-0.006623,0.061572,1.235462,-1.403466,0.202638,-0.001263,0.096784,1.235462,0.228945,-0.007887,0.100000,1.241206,-0.012563,-0.252252,-0.146146,-0.062012
10.130000,-0.007853,0.061522,1.235200,-1.403442,0.202663,-0.001497,0.096832,1.235200,0.228864,-0.008176,0.100000,1.240537,-0.012556,-0.252261,-0.146468,-0.061896
10.140000,-0.009083,0.061478,1.234916,-1.403407,0.202691,-0.001732,0.096881,1.234916,0.228781,-0.008464,0.100000,1.239844,-0.012548,-0.252273,-0.146795,-0.061781
10.150000,-0.010311,0.061441,1.234609,-1.403360,0.202721,-0.001967,0.096931,1.234609,0.228695,-0.008751,0.100000,1.239126,-0.012539,-0.252290,-0.147126,-0.061668
10.160000,-0.011540,0.061410,1.234280,-1.403301,0.202753,-0.002201,0.096982,1.234280,0.228606,-0.009038,0.100000,1.238385,-0.012529,-0.252310,-0.147461,-0.061558
10.170000,-0.012767,0.061385,1.233928,-1.403231,0.202788,-0.002436,0.097034,1.233928,0.228514,-0.009324,0.100000,1.237620,-0.012518,-0.252335,-0.147799,-0.061449
10.180000,-0.013993,0.061368,1.233553,-1.403151,0.202825,-0.002670,0.097086,1.233553,0.228420,-0.009608,0.100000,1.236831,-0.012506,-0.252363,-0.148142,-0.061343
10.190000,-0.015219,0.061359,1.233155,-1.403060,0.202865,-0.002905,0.097140,1.233155,0.228322,-0.009892,0.100000,1.236019,-0.012493,-0.252395,-0.148488,-0.061239
10.200000,-0.016443,0.061357,1.232735,-1.402958,0.202907,-0.003139,0.097194,1.232735,0.228222,-0.010175,0.100000,1.235183,-0.012479,-0.252430,-0.148837,-0.061138
10.210000,-0.017666,0.061364,1.232292,-1.402847,0.202951,-0.003374,0.097250,1.232292,0.228119,-0.010456,0.100000,1.234323,-0.012464,-0.252469,-0.149190,-0.061040
10.220000,-0.018888,0.061379,1.231827,-1.402725,0.202998,-0.003608,0.097306,1.231827,0.228013,-0.010737,0.100000,1.233440,-0.012448,-0.252512,-0.149546,-0.060945
10.230000,-0.020108,0.061403,1.231338,-1.402594,0.203048,-0.003842,0.097362,1.231338,0.227904,-0.011017,0.100000,1.232534,-0.012431,-0.252557,-0.149904,-0.060854
10.240000,-0.021327,0.061436,1.230828,-1.402454,0.203099,-0.004076,0.097420,1.230828,0.227792,-0.011295,0.100000,1.231604,-0.012413,-0.252606,-0.150266,-0.060766
10.250000,-0.022545,0.061479,1.230295,-1.402305,0.203153,-0.004310,0.097478,1.230295,0.227678,-0.011572,0.100000,1.230651,-0.012394,-0.252657,-0.150631,-0.060681
10.260000,-0.023760,0.061532,1.229739,-1.402147,0.203210,-0.004544,0.097537,1.229739,0.227561,-0.011849,0.100000,1.229675,-0.012374,-0.252711,-0.150998,-0.060601
10.270000,-0.023760,0.061532,1.229739,-1.402147,0.203210,-0.004544,0.097537,1.229739,0.227441,-0.012124,0.100000,1.228676,-0.012741,-0.252309,-0.152012,-0.060746
10.280000,-0.026186,0.061671,1.228560,-1.401809,0.203330,-0.005011,0.097656,1.228560,0.227319,-0.012397,0.100000,1.227655,-0.012332,-0.252826,-0.151740,-0.060453
10.290000,-0.027404,0.061768,1.227928,-1.401650,0.203394,-0.005246,0.097718,1.227928,0.227193,-0.012670,0.100000,1.226610,-0.012177,-0.252757,-0.151756,-0.060267
10.300000,-0.028622,0.061877,1.227268,-1.401465,0.203462,-0.005482,0.097779,1.227268,0.227065,-0.012941,0.100000,1.225543,-0.012194,-0.253065,-0.152321,-0.060301
10.310000,-0.029832,0.061996,1.226594,-1.401264,0.203531,-0.005715,0.097839,1.226594,0.226934,-0.013211,0.100000,1.224453,-0.012242,-0.253304,-0.152973,-0.060346
10.320000,-0.031035,0.062125,1.225905,-1.401062,0.203602,-0.005948,0.097899,1.225905,0.226801,-0.013480,0.100000,1.223341,-0.012251,-0.253275,-0.153377,-0.060278
10.330000,-0.032233,0.062264,1.225195,-1.400860,0.203675,-0.006180,0.097961,1.225195,0.226665,-0.013747,0.100000,1.222207,-0.012223,-0.253133,-0.153603,-0.060148
10.340000,-0.033431,0.062413,1.224460,-1.400655,0.203750,-0.006413,0.098024,1.224460,0.226526,-0.014013,0.100000,1.221050,-0.012183,-0.253113,-0.153889,-0.060068
10.350000,-0.034626,0.062577,1.223702,-1.400442,0.203828,-0.006645,0.098087,1.223702,0.226385,-0.014278,0.100000,1.219871,-0.012147,-0.253252,-0.154325,-0.060071
10.360000,-0.034626,0.062577,1.223702,-1.400442,0.203828,-0.006645,0.098087,1.223702,0.226240,-0.014541,0.100000,1.218670,-0.012488,-0.252638,-0.155428,-0.060272
10.370000,-0.035820,0.062758,1.222924,-1.400224,0.203909,-0.006877,0.098150,1.222924,0.226094,-0.014803,0.100000,1.217448,-0.012455,-0.252768,-0.155915,-0.060305
10.380000,-0.037011,0.062958,1.222124,-1.400005,0.203992,-0.007109,0.098212,1.222124,0.225944,-0.015063,0.100000,1.216203,-0.012424,-0.252805,-0.156325,-0.060307
10.390000,-0.038206,0.063189,1.221293,-1.399808,0.204078,-0.007342,0.098276,1.221293,0.225792,-0.015322,0.100000,1.214937,-0.012266,-0.252766,-0.156362,-0.060211
10.400000,-0.039407,0.063455,1.220423,-1.399614,0.204168,-0.007577,0.098340,1.220423,0.225638,-0.015579,0.100000,1.213650,-0.012147,-0.252910,-0.156525,-0.060194
10.410000,-0.040613,0.063751,1.219516,-1.399421,0.204263,-0.007813,0.098404,1.219516,0.225481,-0.015834,0.100000,1.212341,-0.012051,-0.253072,-0.156740,-0.060199
10.420000,-0.041816,0.064076,1.218581,-1.399223,0.204360,-0.008048,0.098467,1.218581,0.225321,-0.016088,0.100000,1.211011,-0.012014,-0.253378,-0.157212,-0.060311
10.430000,-0.043014,0.064428,1.217626,-1.399025,0.204461,-0.008284,0.098527,1.217626,0.225159,-0.016341,0.100000,1.209660,-0.012003,-0.253613,-0.157744,-0.060434
10.440000,-0.044205,0.064804,1.216656,-1.398827,0.204563,-0.008518,0.098586,1.216656,0.224994,-0.016591,0.100000,1.208287,-0.012001,-0.253785,-0.158297,-0.060566
10.450000,-0.045389,0.065201,1.215669,-1.398636,0.204667,-0.008751,0.098644,1.215669,0.224827,-0.016841,0.100000,1.206894,-0.011985,-0.253761,-0.158692,-0.060633
10.460000,-0.046568,0.065619,1.214662,-1.398455,0.204773,-0.008984,0.098702,1.214662,0.224658,-0.017088,0.100000,1.205481,-0.011950,-0.253630,-0.158962,-0.060665
10.470000,-0.047743,0.066059,1.213632,-1.398286,0.204881,-0.009216,0.098762,1.213632,0.224486,-0.017334,0.100000,1.204046,-0.011900,-0.253434,-0.159131,-0.060678
10.480000,-0.048915,0.066523,1.212577,-1.398127,0.204993,-0.009448,0.098822,1.212577,0.224311,-0.017578,0.100000,1.202592,-0.011843,-0.253319,-0.159348,-0.060745
10.490000,-0.050085,0.067015,1.211497,-1.397976,0.205106,-0.009680,0.098881,1.211497,0.224134,-0.017820,0.100000,1.201117,-0.011787,-0.253313,-0.159674,-0.060891
10.500000,-0.051251,0.067540,1.210397,-1.397833,0.205223,-0.009911,0.098939,1.210397,0.223955,-0.018060,0.100000,1.199622,-0.011737,-0.253420,-0.160136,-0.061127
10.510000,-0.052412,0.068102,1.209278,-1.397701,0.205342,-0.010143,0.098994,1.209278,0.223773,-0.018299,0.100000,1.198107,-0.011691,-0.253535,-0.160647,-0.061408
10.520000,-0.053570,0.068703,1.208141,-1.397584,0.205463,-0.010374,0.099046,1.208141,0.223589,-0.018536,0.100000,1.196572,-0.011649,-0.253569,-0.161111,-0.061692
10.530000,-0.054722,0.069344,1.206985,-1.397490,0.205586,-0.010604,0.099096,1.206985,0.223402,-0.018771,0.100000,1.195018,-0.011606,-0.253451,-0.161441,-0.061941
10.540000,-0.055870,0.070026,1.205807,-1.397422,0.205712,-0.010834,0.099145,1.205807,0.223213,-0.019004,0.100000,1.193444,-0.011561,-0.253206,-0.161640,-0.062165
10.550000,-0.057012,0.070749,1.204603,-1.397382,0.205840,-0.011063,0.099193,1.204603,0.223022,-0.019235,0.100000,1.191850,-0.011512,-0.252900,-0.161775,-0.062399
10.560000,-0.058151,0.071516,1.203374,-1.397370,0.205972,-0.011292,0.099241,1.203374,0.222829,-0.019464,0.100000,1.190238,-0.011461,-0.252628,-0.161949,-0.062695
10.570000,-0.059284,0.072331,1.202121,-1.397385,0.206106,-0.011521,0.099287,1.202121,0.222633,-0.019692,0.100000,1.188606,-0.011409,-0.252431,-0.162226,-0.063085
10.580000,-0.060413,0.073200,1.200847,-1.397431,0.206243,-0.011749,0.099329,1.200847,0.222435,-0.019917,0.100000,1.186956,-0.011356,-0.252290,-0.162605,-0.063569
10.590000,-0.061538,0.074129,1.199555,-1.397512,0.206383,-0.011977,0.099366,1.199555,0.222234,-0.020140,0.100000,1.185287,-0.011304,-0.252124,-0.163012,-0.064116
10.600000,-0.062657,0.075121,1.198244,-1.397633,0.206525,-0.012204,0.099400,1.198244,0.222032,-0.020362,0.100000,1.183599,-0.011252,-0.251852,-0.163356,-0.064685
10.610000,-0.063771,0.076179,1.196914,-1.397803,0.206669,-0.012431,0.099430,1.196914,0.221827,-0.020581,0.100000,1.181893,-0.011199,-0.251428,-0.163575,-0.065255
10.620000,-0.064880,0.077306,1.195560,-1.398028,0.206816,-0.012657,0.099456,1.195560,0.221620,-0.020798,0.100000,1.180169,-0.011146,-0.250869,-0.163672,-0.065834
10.630000,-0.065984,0.078507,1.194181,-1.398312,0.206967,-0.012883,0.099480,1.194181,0.221411,-0.021013,0.100000,1.178427,-0.011091,-0.250236,-0.163713,-0.066461
10.640000,-0.067083,0.079786,1.192776,-1.398657,0.207121,-0.013109,0.099500,1.192776,0.221200,-0.021226,0.100000,1.176667,-0.011036,-0.249594,-0.163778,-0.067182
10.650000,-0.068176,0.081151,1.191346,-1.399067,0.207277,-0.013334,0.099515,1.191346,0.220987,-0.021437,0.100000,1.174889,-0.010980,-0.248968,-0.163917,-0.068024
10.660000,-0.069264,0.082610,1.189895,-1.399547,0.207437,-0.013558,0.099523,1.189895,0.220771,-0.021646,0.100000,1.173094,-0.010923,-0.248326,-0.164118,-0.068988
10.670000,-0.070346,0.084171,1.188424,-1.400106,0.207600,-0.013782,0.099525,1.188424,0.220554,-0.021853,0.100000,1.171282,-0.010866,-0.247599,-0.164318,-0.070048
10.680000,-0.071423,0.085841,1.186932,-1.400753,0.207765,-0.014006,0.099519,1.186932,0.220334,-0.022057,0.100000,1.169452,-0.010809,-0.246722,-0.164438,-0.071176
10.690000,-0.072494,0.087627,1.185418,-1.401500,0.207934,-0.014229,0.099505,1.185418,0.220113,-0.022259,0.100000,1.167606,-0.010751,-0.245665,-0.164435,-0.072360
10.700000,-0.073559,0.089538,1.183880,-1.402355,0.208106,-0.014451,0.099485,1.183880,0.219889,-0.022459,0.100000,1.165742,-0.010692,-0.244445,-0.164319,-0.073617
10.710000,-0.074619,0.091582,1.182314,-1.403329,0.208281,-0.014674,0.099457,1.182314,0.219663,-0.022657,0.100000,1.163862,-0.010633,-0.243111,-0.164142,-0.074984
10.720000,-0.075673,0.093770,1.180721,-1.404428,0.208460,-0.014895,0.099420,1.180721,0.219436,-0.022853,0.100000,1.161966,-0.010573,-0.241704,-0.163967,-0.076502
10.730000,-0.076721,0.096114,1.179102,-1.405663,0.208643,-0.015116,0.099373,1.179102,0.219206,-0.023046,0.100000,1.160054,-0.010513,-0.240229,-0.163824,-0.078196
10.740000,-0.077763,0.098626,1.177458,-1.407044,0.208829,-0.015337,0.099315,1.177458,0.218975,-0.023237,0.100000,1.158125,-0.010453,-0.238653,-0.163692,-0.080067
